SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,…seine Gabe vorauszudenken…,"(92/224f)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,Andere sahen das Grünen-Paar kurz vor dem finanziellen Offenbarungseid…,"(95/85ff)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,…dass man es für ein Individuum voraussagen könnte.,"(110/160f)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,Seine besseren Jahre liegen bis zur Unkenntlichkeit weit zurück.,"(134/50ff)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,en,Leave the past behind you.,[Raymond:43],IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,As we travel down life’s path. . .,"[Lakoff et al., 1991:36]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,"I don’t know where I’m headed, but I’m enjoying getting there.","[Lakoff et al., 1991:36]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,He just sails through life.,"[Lakoff et al., 1991:36]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,He had a head start in life.,"[Kövecses, 2002:30]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,…einen eindrucksvolleren Lebenslauf…,"(68/125f)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,Ein Sonderweg hat sich vollendet.,"[zum Tod Willy Brands] (75/1)  Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,"…ein so unerhörter Lebensweg, der bis an die Regierungsspitze führte…","(75/7f)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,…endete sein Lebensweg.,"(89/7f)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,"Weggefährten eines Reiters, der…","(89/93)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,Dieser verschlungene und für ihn doch gerade Weg führte über Höhen und Tiefen. [zum Leben Willy Brands] ,"(92/44ff) [Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,"„Ich denke nicht viel rückwärts“, sagt er. “Ich denke eher: wie viel habe ich noch vor mir.","(111/58ff)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,de,"…dass man denen, die…später leben werden, den Weg bahnen muß.","(134/56ff)[Baldauf, 1997:149]",IScat ,same in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,She hasn't gone as far in life as her parents had hoped.,[Grady 1998:113],MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,His life has taken a good course.,[Grady 1998:113],MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,I go where my path leads me.,[Grady 1998:113],MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,"As I've traveled through life, I've made a lot of friends along the way.",[Grady 1998:113],MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,LIFE IS A JOURNEY,en,"He has changed his direction in life, and taken a more spiritual path. ",[Grady 1998:113],MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Motion,frame:Travel,Life,framedata:Life,LIFE IS A SEQUENCE OF MOTIONS,en,It's time to take the next big step in my life. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Motion_along_a_path,framedata:Motion_along_a_path,Life,framedata:Life,PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH,en,"He made it this far in life without a partner, he can survive without one going forward.",MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN,en,He's over the hill.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN,en,She's past her peak.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Life,framedata:Life,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN,en,Life is full of peaks and valleys.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Alternative,frame:Possibilities,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,en,He started going down a bad life path. ,MetaNet,MetaNet,According to MetaNet related to “LIFE IS A JOURNEY”,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,They are at a crossroads in their relationship.,"[Lakoff et al., 1991:153]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,Look how far we’ve come.,"[Lakoff & Johnson, 1980:44, Lakoff:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’ll just have to go our separate ways.,"[Lakoff & Johnson, 1980:44]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We can’t turn back now.,"[Lakoff & Johnson, 1980:44, Lakoff:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,I don’t think this relationship is going anywhere.,"[Lakoff & Johnson, 1980:44]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,Where are we?,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’re stuck.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,"It’s been a long, bumpy road.","[Lakoff & Johnson, 1980:45, Lakoff:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,This relationship is a dead-end street.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’re just spinning our wheels.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,Our marriage is on the rocks.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’ve gotten off the track.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,This relationship is foundering.,"[Lakoff & Johnson, 1980:45]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’re heading in different directions.,"[Lakoff & Johnson, 1999:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,The marriage is out of gas.,"[Lakoff & Johnson, 1999:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We’re trying to keep the relationship afloat.,"[Lakoff & Johnson, 1999:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,We may have to bail out of this relationship.,"[Lakoff & Johnson, 1999:64]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,The new stadium is bogged down.,"[Lakoff & Johnson, 1999:204]",IScat ,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,Where are we in this relationship? ,MetaNet,MetaNet,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Love,frame:PersonalRelationship,LOVE IS A JOURNEY,en,It feels like this relationship is going nowhere. ,MetaNet,MetaNet,"In MetaNet ""ROMANTIC RELATIONSHIP IS A JOURNEY”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,en,He’s hit a crossroads in his career.,"[Lakoff et al., 1991:38]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,…der dem Jüngeren…rechtzeitig den Weg freigab.,"(23/53ff)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,Seine journalistischen Laufbahn begann Voß…,"(55/83f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,…als Nachfolger von Hans Tietmeyer…,"(61/23f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,…der Weg ins Weiße Haus…,"(90/20)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,Für die Sozialdemokraten avancierte er zu einem ihrer Hoffnungsträger auf dem Weg an die Regierung…,"(92/61f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,In ganz anderer Weise als seine Vorgänger…,"(92/168f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,…bei ihren ersten Karriere-Schritten…,"(109/40f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Career,framedata:Career,CAREER IS A JOURNEY,de,…sehr verschiedene Karriere-Pfade…,"(109/65f)[Baldauf, 1997:144]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Activity,frame:IntentionallyAct,ACTIVITIES ARE JOURNEYS,en, Do it over. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Activity,frame:IntentionallyAct,ACTIVITIES ARE JOURNEYS,en," In the course of the investigation, new evidence was found. ",MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Activity,frame:IntentionallyAct,ACTIVITIES ARE JOURNEYS,en, Follow along as I assemble this. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Activity,frame:IntentionallyAct,ACTIVITIES ARE JOURNEYS,en, Follow these steps in assembly. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Oppurtunity,frame:Opportunity,OPPORTUNITIES ARE OPEN PATHS,en,His job offer opened up new paths for me.,"[Lakoff et al., 1991:69]",IScat ,"In MetaNet ""OPPORTUNITIES ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Oppurtunity,frame:Opportunity,OPPORTUNITIES ARE OPEN PATHS,en,I can go whichever I want with this project.,"[Lakoff et al., 1991:69]",IScat ,"In MetaNet ""OPPORTUNITIES ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Oppurtunity,frame:Opportunity,OPPORTUNITIES ARE OPEN PATHS,en,Opportunity is an open door.,"[Lakoff et al., 1991:69]",IScat ,"In MetaNet ""OPPORTUNITIES ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Oppurtunity,frame:Opportunity,OPPORTUNITIES ARE OPEN PATHS,en,Open up your own opportunities.,"[Lakoff et al., 1991:69]",IScat ,"In MetaNet ""OPPORTUNITIES ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,The temperature edged toward 90 degrees.,"[Lakoff et al., 1991:64]",IScat ,Changed from “LINEAR SCALES ARE PATHS” to “SCALES ARE PATHS” according to MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,Bob was ahead of Sam on the scale of intelligence.,"[Lakoff et al., 1991:64]",IScat ,Changed from “LINEAR SCALES ARE PATHS” to “SCALES ARE PATHS” according to MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,Unemployment moved closer and closer to 10%.,"[Lakoff et al., 1991:64]",IScat ,Changed from “LINEAR SCALES ARE PATHS” to “SCALES ARE PATHS” according to MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,The interest rate fell behind the expected amount.,"[Lakoff et al., 1991:64]",IScat ,Changed from “LINEAR SCALES ARE PATHS” to “SCALES ARE PATHS” according to MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,John’s intelligence goes way beyond Bill’s.,"[Lakoff & Johnson, 1999:51]",IScat ,Changed from “LINEAR SCALES ARE PATHS” to “SCALES ARE PATHS” according to MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en,Fuel consumption rose to the highest it has been in 20 years.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Scales,framedata:Scale,SCALES ARE PATHS,en, The temperature shot up.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,We reason from premise to conclusion.,"[Lakoff et al., 1991:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,It goes against reason that she’s guilty.,"[Lakoff et al., 1991:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,Reason forces me to that conclusion.,"[Lakoff et al., 1991:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,Reason leads me to that conclusion.,"[Lakoff et al., 1991:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,Let us start out from the proposition that Hamlet feared his father.,"[Johnson, 1987:38]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,You can't move to that conclusion from where you are now.,"[Johnson, 1987:38]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,From here I'll proceed to show that humans are slaves of their passions.,"[Johnson, 1987:39]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,"Once you reach that point in the argument, you've got to go on to the conclusion.","[Johnson, 1987:39]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,The next step is to demonstrate that monkeys can make tools.,"[Johnson, 1987:39]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,He got off the track of the argument.,"[Johnson, 1987:39]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,frame:PathTraveled,Reasoning,frame:Reasoning,REASONING IS FOLLOWING A PATH,en,That assumption will lead you astray.,"[Johnson, 1987:39]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Following,frame:Cotheme,Understanding,frame:Grasp,UNDERSTANDING IS FOLLOWING,en,I don't follow you. ,Elise,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Following,frame:Cotheme,Understanding,frame:Grasp,UNDERSTANDING IS FOLLOWING,en,"This lecture will be fast-paced, so try to keep up! ",Elise,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,We have set out to prove that bats are birds.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,"When we get to the next point, we shall see that philosophy is dead.","[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,"So far, we’ve seen that no current theories will work.","[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,We will proceed in a step-by-step fashion.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,Our goal is to show that hummingbirds are essential to military defense.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,This observation points the way to an elegant solution.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,We have arrived at a disturbing conclusion.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Journey,frame:Travel,Argument,framedata:Argument,ARGUMENT IS A JOURNEY,en,We have covered a lot of ground.,"[Kövecses, 2002:80]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Argument,framedata:Argument,AN ARGUMENT DEFINES A PATH,en,He strayed from the line of argument.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Argument,framedata:Argument,AN ARGUMENT DEFINES A PATH,en,Do you follow my argument?,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Argument,framedata:Argument,AN ARGUMENT DEFINES A PATH,en,Now we’ve gone off in the wrong direction again.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Argument,framedata:Argument,AN ARGUMENT DEFINES A PATH,en,You’re going around in circles.,"[Lakoff & Johnson, 1980:90]",IScat ,Not in MetaNet,
